milestone_id,collection_id,workstream,milestone_name,planned_date,actual_date,owner,status,dependency_id,delay_days,is_blocked,blocker_reason,collection_name,brand_id,brand_name,market,season,launch_date,launch_channel,days_to_launch_at_plan,is_overdue
MS00131,COL008,production,Size set sample approved,2026-05-28,,Quality Manager,At Risk,MS00130,10,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,109,False
MS00132,COL008,production,Production start,2026-06-12,,Marketing Manager,Blocked,MS00131,1,True,Dependency not complete,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,94,False
MS00133,COL008,quality_control,Mid-production inspection,2026-07-07,,E-commerce Producer,In Progress,MS00132,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,69,False
MS00134,COL008,quality_control,Final quality inspection,2026-07-28,,E-commerce Producer,Blocked,MS00133,1,True,Warehouse slot not available,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,48,False
MS00135,COL008,inbound_logistics,Shipment booking confirmed,2026-08-05,,E-commerce Producer,Blocked,MS00134,3,True,Quality rework pending,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,40,False
MS00136,COL008,inbound_logistics,Customs documentation completed,2026-08-15,,Logistics Lead,Blocked,MS00135,6,True,Content approval missing,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,30,False
MS00137,COL008,warehouse_allocation,Warehouse slot confirmed,2026-08-22,,Marketing Manager,In Progress,MS00136,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,23,False
MS00138,COL008,ecommerce,Product copy uploaded,2026-08-30,,PMO,At Risk,MS00137,5,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,15,False
MS00139,COL008,ecommerce,Product images approved,2026-09-03,,Merchandising,Not Started,MS00138,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,11,False
MS00140,COL008,ecommerce,Pricing approved,2026-08-29,,Merchandising,Not Started,MS00139,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,16,False
MS00141,COL008,marketing,Campaign assets delivered,2026-09-06,,Sourcing Lead,In Progress,MS00140,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,8,False
MS00142,COL008,retail_readiness,Retail briefing completed,2026-09-03,,Logistics Lead,Not Started,MS00141,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,11,False
MS00143,COL008,launch_governance,Launch readiness review,2026-09-11,,Compliance Lead,Blocked,MS00142,8,True,Dependency not complete,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,3,False
MS00144,COL008,launch_governance,Go-live approval,2026-09-12,,Quality Manager,Not Started,MS00143,0,False,,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,2,False
MS00145,COL009,design,Final design sign-off,2026-08-22,,PMO,In Progress,,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,158,False
MS00146,COL009,design,Fabric approval,2026-09-06,,Quality Manager,In Progress,MS00145,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,143,False
MS00147,COL009,sourcing,Supplier nomination,2026-09-13,,Compliance Lead,In Progress,MS00146,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,136,False
MS00148,COL009,sourcing,Purchase order confirmed,2026-09-26,,Merchandising,In Progress,MS00147,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,123,False
MS00149,COL009,production,Size set sample approved,2026-10-14,,Retail Operations,At Risk,MS00148,1,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,105,False
MS00150,COL009,production,Production start,2026-10-26,,Quality Manager,Blocked,MS00149,1,True,Dependency not complete,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,93,False
MS00151,COL009,quality_control,Mid-production inspection,2026-11-20,,Quality Manager,Blocked,MS00150,4,True,Pricing decision pending,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,68,False
MS00152,COL009,quality_control,Final quality inspection,2026-12-11,,Marketing Manager,Not Started,MS00151,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,47,False
MS00153,COL009,inbound_logistics,Shipment booking confirmed,2026-12-24,,PMO,In Progress,MS00152,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,34,False
MS00154,COL009,inbound_logistics,Customs documentation completed,2027-01-01,,Marketing Manager,At Risk,MS00153,8,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,26,False
MS00155,COL009,warehouse_allocation,Warehouse slot confirmed,2027-01-10,,Production Planner,Not Started,MS00154,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,17,False
MS00156,COL009,ecommerce,Product copy uploaded,2027-01-13,,Quality Manager,Not Started,MS00155,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,14,False
MS00157,COL009,ecommerce,Product images approved,2027-01-16,,Sourcing Lead,In Progress,MS00156,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,11,False
MS00158,COL009,ecommerce,Pricing approved,2027-01-13,,Compliance Lead,In Progress,MS00157,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,14,False
MS00159,COL009,marketing,Campaign assets delivered,2027-01-12,,Sourcing Lead,Not Started,MS00158,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,15,False
MS00160,COL009,retail_readiness,Retail briefing completed,2027-01-16,,Logistics Lead,In Progress,MS00159,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,11,False
MS00161,COL009,launch_governance,Launch readiness review,2027-01-26,,Production Planner,At Risk,MS00160,2,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,1,False
MS00162,COL009,launch_governance,Go-live approval,2027-01-26,,Marketing Manager,Not Started,MS00161,0,False,,Massimo Dutti Knitwear AW25,BR003,Massimo Dutti,Italy,AW25,2027-01-27,Retail,1,False
MS00163,COL010,design,Final design sign-off,2026-02-18,2026-02-16,Retail Operations,Completed,,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,155,False
MS00164,COL010,design,Fabric approval,2026-03-03,2026-02-26,Quality Manager,Completed,MS00163,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,142,False
MS00165,COL010,sourcing,Supplier nomination,2026-03-09,2026-03-08,Logistics Lead,Completed,MS00164,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,136,False
MS00166,COL010,sourcing,Purchase order confirmed,2026-03-22,,Logistics Lead,At Risk,MS00165,1,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,123,True
MS00167,COL010,production,Size set sample approved,2026-04-07,,Logistics Lead,Blocked,MS00166,1,True,Warehouse slot not available,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,107,True
MS00168,COL010,production,Production start,2026-04-24,2026-04-24,E-commerce Producer,Completed,MS00167,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,90,False
MS00169,COL010,quality_control,Mid-production inspection,2026-05-15,,Retail Operations,Blocked,MS00168,3,True,Quality rework pending,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,69,False
MS00170,COL010,quality_control,Final quality inspection,2026-06-06,,Retail Operations,Not Started,MS00169,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,47,False
MS00171,COL010,inbound_logistics,Shipment booking confirmed,2026-06-15,,Logistics Lead,In Progress,MS00170,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,38,False
MS00172,COL010,inbound_logistics,Customs documentation completed,2026-06-21,,Quality Manager,Not Started,MS00171,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,32,False
MS00173,COL010,warehouse_allocation,Warehouse slot confirmed,2026-07-03,,Merchandising,At Risk,MS00172,2,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,20,False
MS00174,COL010,ecommerce,Product copy uploaded,2026-07-09,,Logistics Lead,In Progress,MS00173,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,14,False
MS00175,COL010,ecommerce,Product images approved,2026-07-12,,Quality Manager,Not Started,MS00174,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,11,False
MS00176,COL010,ecommerce,Pricing approved,2026-07-12,,E-commerce Producer,In Progress,MS00175,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,11,False
MS00177,COL010,marketing,Campaign assets delivered,2026-07-09,,Logistics Lead,Not Started,MS00176,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,14,False
MS00178,COL010,retail_readiness,Retail briefing completed,2026-07-17,,Production Planner,Blocked,MS00177,2,True,Dependency not complete,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,6,False
MS00179,COL010,launch_governance,Launch readiness review,2026-07-22,,Merchandising,Not Started,MS00178,0,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,1,False
MS00180,COL010,launch_governance,Go-live approval,2026-07-22,,Merchandising,At Risk,MS00179,8,False,,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,1,False
MS00181,COL011,design,Final design sign-off,2026-05-27,,E-commerce Producer,Not Started,,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,155,False
MS00182,COL011,design,Fabric approval,2026-06-02,,Sourcing Lead,Blocked,MS00181,3,True,Content approval missing,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,149,False
MS00183,COL011,sourcing,Supplier nomination,2026-06-13,,Marketing Manager,In Progress,MS00182,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,138,False
MS00184,COL011,sourcing,Purchase order confirmed,2026-06-26,,Compliance Lead,Not Started,MS00183,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,125,False
MS00185,COL011,production,Size set sample approved,2026-07-20,,Logistics Lead,Not Started,MS00184,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,101,False
MS00186,COL011,production,Production start,2026-07-30,,Sourcing Lead,At Risk,MS00185,3,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,91,False
MS00187,COL011,quality_control,Mid-production inspection,2026-08-26,,Quality Manager,At Risk,MS00186,3,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,64,False
MS00188,COL011,quality_control,Final quality inspection,2026-09-13,,E-commerce Producer,In Progress,MS00187,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,46,False
MS00189,COL011,inbound_logistics,Shipment booking confirmed,2026-09-25,,Logistics Lead,In Progress,MS00188,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,34,False
MS00190,COL011,inbound_logistics,Customs documentation completed,2026-09-30,,Quality Manager,In Progress,MS00189,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,29,False
MS00191,COL011,warehouse_allocation,Warehouse slot confirmed,2026-10-04,,E-commerce Producer,In Progress,MS00190,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,25,False
MS00192,COL011,ecommerce,Product copy uploaded,2026-10-11,,Production Planner,Not Started,MS00191,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,18,False
MS00193,COL011,ecommerce,Product images approved,2026-10-16,,Compliance Lead,In Progress,MS00192,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,13,False
MS00194,COL011,ecommerce,Pricing approved,2026-10-18,,E-commerce Producer,Not Started,MS00193,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,11,False
MS00195,COL011,marketing,Campaign assets delivered,2026-10-21,,Compliance Lead,In Progress,MS00194,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,8,False
MS00196,COL011,retail_readiness,Retail briefing completed,2026-10-22,,E-commerce Producer,In Progress,MS00195,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,7,False
MS00197,COL011,launch_governance,Launch readiness review,2026-10-28,,Production Planner,In Progress,MS00196,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,1,False
MS00198,COL011,launch_governance,Go-live approval,2026-10-28,,Logistics Lead,Not Started,MS00197,0,False,,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,1,False
MS00199,COL012,design,Final design sign-off,2026-06-30,,Sourcing Lead,In Progress,,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,159,False
MS00200,COL012,design,Fabric approval,2026-07-11,,Sourcing Lead,Not Started,MS00199,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,148,False
MS00201,COL012,sourcing,Supplier nomination,2026-07-22,,PMO,Not Started,MS00200,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,137,False
MS00202,COL012,sourcing,Purchase order confirmed,2026-08-09,,Sourcing Lead,Blocked,MS00201,1,True,Quality rework pending,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,119,False
MS00203,COL012,production,Size set sample approved,2026-08-27,,Sourcing Lead,Blocked,MS00202,6,True,Warehouse slot not available,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,101,False
MS00204,COL012,production,Production start,2026-09-09,,Quality Manager,Not Started,MS00203,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,88,False
MS00205,COL012,quality_control,Mid-production inspection,2026-10-02,,Marketing Manager,Not Started,MS00204,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,65,False
MS00206,COL012,quality_control,Final quality inspection,2026-10-22,,PMO,Not Started,MS00205,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,45,False
MS00207,COL012,inbound_logistics,Shipment booking confirmed,2026-11-01,,Compliance Lead,Blocked,MS00206,6,True,Quality rework pending,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,35,False
MS00208,COL012,inbound_logistics,Customs documentation completed,2026-11-07,,Marketing Manager,Not Started,MS00207,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,29,False
MS00209,COL012,warehouse_allocation,Warehouse slot confirmed,2026-11-18,,Marketing Manager,Not Started,MS00208,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,18,False
MS00210,COL012,ecommerce,Product copy uploaded,2026-11-18,,E-commerce Producer,Not Started,MS00209,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,18,False
MS00211,COL012,ecommerce,Product images approved,2026-11-22,,PMO,Not Started,MS00210,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,14,False
MS00212,COL012,ecommerce,Pricing approved,2026-11-24,,Sourcing Lead,Not Started,MS00211,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,12,False
MS00213,COL012,marketing,Campaign assets delivered,2026-11-24,,Logistics Lead,Blocked,MS00212,2,True,Content approval missing,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,12,False
MS00214,COL012,retail_readiness,Retail briefing completed,2026-11-25,,PMO,Not Started,MS00213,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,11,False
MS00215,COL012,launch_governance,Launch readiness review,2026-12-03,,PMO,In Progress,MS00214,0,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,3,False
MS00216,COL012,launch_governance,Go-live approval,2026-12-02,,Quality Manager,At Risk,MS00215,1,False,,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,4,False
MS00217,COL013,design,Final design sign-off,2026-08-27,,Merchandising,In Progress,,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,159,False
MS00218,COL013,design,Fabric approval,2026-09-09,,Sourcing Lead,Not Started,MS00217,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,146,False
MS00219,COL013,sourcing,Supplier nomination,2026-09-21,,Sourcing Lead,Not Started,MS00218,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,134,False
MS00220,COL013,sourcing,Purchase order confirmed,2026-09-29,,Sourcing Lead,Not Started,MS00219,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,126,False
MS00221,COL013,production,Size set sample approved,2026-10-21,,E-commerce Producer,Not Started,MS00220,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,104,False
MS00222,COL013,production,Production start,2026-10-30,,Logistics Lead,At Risk,MS00221,1,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,95,False
MS00223,COL013,quality_control,Mid-production inspection,2026-11-22,,Sourcing Lead,At Risk,MS00222,5,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,72,False
MS00224,COL013,quality_control,Final quality inspection,2026-12-20,,Compliance Lead,In Progress,MS00223,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,44,False
MS00225,COL013,inbound_logistics,Shipment booking confirmed,2026-12-25,,Logistics Lead,In Progress,MS00224,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,39,False
MS00226,COL013,inbound_logistics,Customs documentation completed,2027-01-07,,Quality Manager,In Progress,MS00225,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,26,False
MS00227,COL013,warehouse_allocation,Warehouse slot confirmed,2027-01-09,,Sourcing Lead,Not Started,MS00226,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,24,False
MS00228,COL013,ecommerce,Product copy uploaded,2027-01-12,,Merchandising,At Risk,MS00227,1,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,21,False
MS00229,COL013,ecommerce,Product images approved,2027-01-18,,E-commerce Producer,Blocked,MS00228,15,True,Warehouse slot not available,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,15,False
MS00230,COL013,ecommerce,Pricing approved,2027-01-22,,Quality Manager,Not Started,MS00229,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,11,False
MS00231,COL013,marketing,Campaign assets delivered,2027-01-22,,E-commerce Producer,Blocked,MS00230,10,True,Supplier documentation incomplete,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,11,False
MS00232,COL013,retail_readiness,Retail briefing completed,2027-01-24,,Logistics Lead,At Risk,MS00231,9,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,9,False
MS00233,COL013,launch_governance,Launch readiness review,2027-01-30,,Compliance Lead,At Risk,MS00232,1,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,3,False
MS00234,COL013,launch_governance,Go-live approval,2027-01-29,,Retail Operations,In Progress,MS00233,0,False,,Stradivarius Denim SS25,BR005,Stradivarius,United States,SS25,2027-02-02,Omnichannel,4,False
MS00235,COL014,design,Final design sign-off,2026-06-10,,Sourcing Lead,Not Started,,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,152,False
MS00236,COL014,design,Fabric approval,2026-06-15,,Marketing Manager,Not Started,MS00235,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,147,False
MS00237,COL014,sourcing,Supplier nomination,2026-06-25,,Quality Manager,In Progress,MS00236,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,137,False
MS00238,COL014,sourcing,Purchase order confirmed,2026-07-06,,Sourcing Lead,In Progress,MS00237,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,126,False
MS00239,COL014,production,Size set sample approved,2026-07-28,,Marketing Manager,Not Started,MS00238,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,104,False
MS00240,COL014,production,Production start,2026-08-05,,Logistics Lead,Not Started,MS00239,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,96,False
MS00241,COL014,quality_control,Mid-production inspection,2026-09-04,,Retail Operations,In Progress,MS00240,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,66,False
MS00242,COL014,quality_control,Final quality inspection,2026-09-21,,Compliance Lead,In Progress,MS00241,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,49,False
MS00243,COL014,inbound_logistics,Shipment booking confirmed,2026-10-05,,PMO,Not Started,MS00242,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,35,False
MS00244,COL014,inbound_logistics,Customs documentation completed,2026-10-09,,Retail Operations,Not Started,MS00243,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,31,False
MS00245,COL014,warehouse_allocation,Warehouse slot confirmed,2026-10-22,,Production Planner,In Progress,MS00244,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,18,False
MS00246,COL014,ecommerce,Product copy uploaded,2026-10-25,,Marketing Manager,At Risk,MS00245,2,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,15,False
MS00247,COL014,ecommerce,Product images approved,2026-10-24,,Marketing Manager,Not Started,MS00246,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,16,False
MS00248,COL014,ecommerce,Pricing approved,2026-10-29,,Compliance Lead,At Risk,MS00247,12,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,11,False
MS00249,COL014,marketing,Campaign assets delivered,2026-10-27,,Compliance Lead,Not Started,MS00248,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,13,False
MS00250,COL014,retail_readiness,Retail briefing completed,2026-10-30,,Merchandising,In Progress,MS00249,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,10,False
MS00251,COL014,launch_governance,Launch readiness review,2026-11-05,,Retail Operations,In Progress,MS00250,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,4,False
MS00252,COL014,launch_governance,Go-live approval,2026-11-08,,Merchandising,In Progress,MS00251,0,False,,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,1,False
MS00253,COL015,design,Final design sign-off,2026-06-21,,Compliance Lead,At Risk,,4,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,157,False
MS00254,COL015,design,Fabric approval,2026-07-04,,Compliance Lead,In Progress,MS00253,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,144,False
MS00255,COL015,sourcing,Supplier nomination,2026-07-10,,Logistics Lead,At Risk,MS00254,14,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,138,False
MS00256,COL015,sourcing,Purchase order confirmed,2026-07-23,,Marketing Manager,In Progress,MS00255,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,125,False
MS00257,COL015,production,Size set sample approved,2026-08-15,,E-commerce Producer,In Progress,MS00256,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,102,False
MS00258,COL015,production,Production start,2026-08-29,,Merchandising,At Risk,MS00257,3,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,88,False
